"","date","L005_CHLOROPHYLL-A_ug/L","days"
"1",1974-10-01,38.9,1
"2",1974-10-19,48.3,19
"3",1974-11-06,37.6,37
"4",1974-11-24,24.3,55
"5",1974-12-12,26.1,73
"6",1974-12-30,19.4,91
"7",1975-01-17,31.4,109
"8",1975-02-04,29.4,127
"9",1975-02-22,28.9,145
"10",1975-03-12,32.8,163
"11",1975-03-30,31.2,181
"12",1975-04-17,30.4,199
"13",1975-05-05,11.9,217
"14",1975-05-23,14.9,235
"15",1975-06-05,21.1333333333333,248
"16",1975-06-10,4.4,253
"17",1975-06-28,19.7,271
"18",1975-07-10,10.2666666666667,283
"19",1975-07-16,7.6,289
"20",1975-08-03,11.2,307
"21",1975-08-21,14.7,325
"22",1975-09-08,6.8,343
"23",1975-09-26,9.5,361
"24",1975-10-02,9.6,367
"25",1975-10-05,15.6,370
"26",1975-10-23,39.9,388
"27",1975-11-10,84.8,406
"28",1975-11-17,39.6333333333333,413
"29",1975-12-12,28.9666666666667,438
"30",1975-12-16,38.4,442
"31",1976-01-19,34.08,476
"32",1976-01-21,24.9,478
"33",1976-02-26,41.6,514
"34",1976-03-01,43.8,518
"35",1976-03-15,33.2,532
"36",1976-04-20,49.7,568
"37",1976-05-08,19.5,586
"38",1976-05-11,32.0333333333333,589
"39",1976-05-26,21.5,604
"40",1976-06-13,35.6,622
"41",1976-07-01,6.7,640
"42",1976-07-14,5.8,653
"43",1976-08-06,5.5,676
"44",1976-08-24,30.2,694
"45",1976-08-31,27.9,701
"46",1976-09-11,24.1,712
"47",1976-09-29,8.3,730
"48",1976-10-17,33.2,748
"49",1976-11-04,83.2,766
"50",1976-11-22,58,784
"51",1976-12-09,11.2,801
"52",1976-12-15,4.06666666666667,807
"53",1977-07-14,10.45,1018
"54",1979-12-11,9.9,1898
"55",1980-01-09,9.6,1927
"56",1980-02-08,20.9,1957
"57",1980-03-05,15.9,1983
"58",1980-04-09,11.1,2018
"59",1980-05-15,19.9,2054
"60",1980-06-16,84,2086
"61",1980-07-21,33.8,2121
"62",1980-10-16,32.3,2208
"63",1980-11-06,60,2229
"64",1980-12-11,29.0333333333333,2264
"65",1981-01-15,17.9,2299
"66",1981-02-19,12.2,2334
"67",1981-03-26,14.5,2369
"68",1981-04-22,30.6,2396
"69",1981-05-28,7.6,2432
"70",1981-06-24,15.5,2459
"71",1981-07-15,3.6,2480
"72",1981-07-30,4.83333333333333,2495
"73",1981-08-12,12.5,2508
"74",1981-08-24,7.8,2520
"75",1981-09-10,16.2,2537
"76",1981-09-22,27.9666666666667,2549
"77",1981-10-08,33.9,2565
"78",1981-11-24,21.8666666666667,2612
"79",1982-01-07,20.2,2656
"80",1982-02-11,16.1666666666667,2691
"81",1982-03-04,33.6,2712
"82",1982-04-01,51.8,2740
"83",1982-05-05,52,2774
"84",1982-05-19,58,2788
"85",1982-06-24,16.2,2824
"86",1982-07-09,8.6,2839
"87",1982-08-25,5.4,2886
"88",1982-09-28,34.8,2920
"89",1982-11-23,36,2976
"90",1982-12-20,19.8,3003
"91",1983-01-25,20.6666666666667,3039
"92",1983-02-24,16.4,3069
"93",1983-03-23,13.8666666666667,3096
"94",1983-04-20,13.2,3124
"95",1983-05-26,23.5333333333333,3160
"96",1983-06-28,43.6,3193
"97",1983-07-19,33.6,3214
"98",1983-08-30,33.7,3256
"99",1983-09-30,32.3,3287
"100",1983-10-27,27,3314
"101",1983-12-21,22,3369
"102",1984-01-18,47.5,3397
"103",1984-02-15,18.9,3425
"104",1984-03-22,24.4,3461
"105",1984-04-18,12.6,3488
"106",1984-05-16,40.1,3516
"107",1984-06-21,48.3,3552
"108",1984-07-26,21.3,3587
"109",1984-08-22,15.4,3614
"110",1984-10-18,58.4,3671
"111",1984-11-29,41,3713
"112",1984-12-20,32.1333333333333,3734
"113",1985-01-15,30,3760
"114",1985-02-27,35.5,3803
"115",1985-04-04,22.8,3839
"116",1985-05-01,55.7,3866
"117",1985-06-06,19.3,3902
"118",1985-07-10,3.8,3936
"119",1985-08-08,7.7,3965
"120",1985-09-05,31.1,3993
"121",1985-10-17,49.4,4035
"122",1985-11-14,29.3,4063
"123",1985-12-11,24,4090
"124",1986-01-30,22.3,4140
"125",1986-02-20,19.8,4161
"126",1986-04-03,13.9,4203
"127",1986-05-01,32.5,4231
"128",1986-06-03,9.5,4264
"129",1986-07-02,7.6,4293
"130",1986-08-07,57.2,4329
"131",1986-08-12,29.7,4334
"132",1986-08-20,17.6,4342
"133",1986-09-25,77.7,4378
"134",1986-10-23,36.4,4406
"135",1986-12-10,29.3,4454
"136",1987-01-14,35.6,4489
"137",1987-02-12,22.6,4518
"138",1987-04-02,17.4,4567
"139",1987-05-01,16.8,4596
"140",1987-06-04,36.8,4630
"141",1987-06-24,39.7,4650
"142",1987-07-21,22.2,4677
"143",1987-07-23,17.7,4679
"144",1987-08-06,25,4693
"145",1987-08-18,16.1,4705
"146",1987-09-03,18,4721
"147",1987-09-14,9.8,4732
"148",1987-11-18,35.8,4797
"149",1987-12-14,28.9,4823
"150",1988-01-19,11.4,4859
"151",1988-02-17,15.7,4888
"152",1988-03-22,15.5,4922
"153",1988-04-20,10.2,4951
"154",1988-05-04,20,4965
"155",1988-05-18,31.5,4979
"156",1988-06-02,72.2,4994
"157",1988-06-15,58.4,5007
"158",1988-06-29,40.5,5021
"159",1988-07-13,33.8,5035
"160",1988-07-25,53.7,5047
"161",1988-08-10,33.1,5063
"162",1988-08-24,38.1,5077
"163",1988-09-08,28.5,5092
"164",1988-09-21,47.1,5105
"165",1988-10-05,31.6,5119
"166",1988-10-19,33.1,5133
"167",1988-11-02,54.1,5147
"168",1988-11-16,61.9,5161
"169",1988-12-12,71.1,5187
"170",1989-01-11,59.1,5217
"171",1989-02-08,36.4,5245
"172",1989-03-15,42.7,5280
"173",1989-04-05,63.8,5301
"174",1989-05-17,20.4,5343
"175",1989-06-13,13,5370
"176",1989-06-27,10.4,5384
"177",1989-07-11,9,5398
"178",1989-07-26,25,5413
"179",1989-08-08,18.5,5426
"180",1989-08-22,19.6,5440
"181",1989-09-06,19.7,5455
"182",1989-09-20,14,5469
"183",1989-10-05,15.5,5484
"184",1989-10-18,41.6,5497
"185",1989-11-01,72.5,5511
"186",1990-01-10,23.2,5581
"187",1990-02-07,32.6,5609
"188",1990-04-05,21.8,5666
"189",1990-04-18,19.1,5679
"190",1990-05-02,49.3,5693
"191",1990-05-16,6.2,5707
"192",1990-05-31,8.4,5722
"193",1990-06-12,6,5734
"194",1990-06-26,4.7,5748
"195",1990-07-10,5.1,5762
"196",1990-07-24,15,5776
"197",1990-08-07,36.1,5790
"198",1990-08-20,21.1,5803
"199",1990-09-18,16.1,5832
"200",1990-10-02,21.8,5846
"201",1990-10-17,37.6,5861
"202",1990-10-31,32.9,5875
"203",1990-12-11,21.1,5916
"204",1991-01-07,36.3,5943
"205",1991-02-07,74.7,5974
"206",1991-03-06,82.4,6001
"207",1991-05-01,26.3,6057
"208",1991-05-13,17.8,6069
"209",1991-05-29,18.7,6085
"210",1991-06-12,66.7,6099
"211",1991-07-10,20.1,6127
"212",1991-07-23,16.8,6140
"213",1991-08-05,10,6153
"214",1991-08-20,20.1,6168
"215",1991-09-03,32.2,6182
"216",1991-09-16,26.2,6195
"217",1991-10-14,21.5,6223
"218",1991-10-28,35.4,6237
"219",1991-12-12,23.2,6282
"220",1992-01-22,17.5,6323
"221",1992-02-04,48.6,6336
"222",1992-03-09,37.4,6370
"223",1992-04-08,35.6,6400
"224",1992-05-05,30.1,6427
"225",1992-05-19,73.3,6441
"226",1992-06-02,68.3,6455
"227",1992-06-16,29,6469
"228",1992-07-01,25.6,6484
"229",1992-07-22,39.7,6505
"230",1992-08-03,16.5,6517
"231",1992-08-18,44.2,6532
"232",1992-08-26,34.7,6540
"233",1992-09-08,33.1,6553
"234",1992-09-30,45.8,6575
"235",1992-10-12,43.5,6587
"236",1992-11-23,58.6,6629
"237",1992-12-08,35,6644
"238",1993-01-06,19.4,6673
"239",1993-02-22,21.1,6720
"240",1993-03-09,31.7,6735
"241",1993-05-11,15,6798
"242",1993-05-27,45.6,6814
"243",1993-06-02,16.3333333333333,6820
"244",1993-06-09,23.5,6827
"245",1993-06-15,36.575,6833
"246",1993-07-01,27.9333333333333,6849
"247",1993-07-06,43.2,6854
"248",1993-07-07,32.7,6855
"249",1993-07-12,73.3,6860
"250",1993-07-20,77.7,6868
"251",1993-07-21,84.8666666666667,6869
"252",1993-07-27,34.6,6875
"253",1993-08-04,20.2,6883
"254",1993-08-10,27.4,6889
"255",1993-08-17,23.24,6896
"256",1993-08-24,12.75,6903
"257",1993-08-31,37.4,6910
"258",1993-09-07,48.6333333333333,6917
"259",1993-09-22,29.2666666666667,6932
"260",1993-10-06,31.8,6946
"261",1993-10-14,19.6428571428571,6954
"262",1993-11-16,33.1428571428571,6987
"263",1993-12-14,36.675,7015
"264",1993-12-28,28.275,7029
"265",1994-02-01,26.1,7064
"266",1994-02-03,23,7066
"267",1994-02-08,29.16,7071
"268",1994-02-24,34.6,7087
"269",1994-03-16,20,7107
"270",1994-04-05,39.75,7127
"271",1994-04-13,30.9,7135
"272",1994-04-14,15.9,7136
"273",1994-04-26,31.4333333333333,7148
"274",1994-04-27,28,7149
"275",1994-05-03,7.74,7155
"276",1994-05-10,23.78,7162
"277",1994-05-11,26.7,7163
"278",1994-05-17,27.8,7169
"279",1994-05-24,37.72,7176
"280",1994-05-25,36.8,7177
"281",1994-06-13,49.8,7196
"282",1994-06-14,46.96,7197
"283",1994-06-21,83.7666666666667,7204
"284",1994-06-27,16.1,7210
"285",1994-06-28,14.05,7211
"286",1994-07-05,9.94,7218
"287",1994-07-07,14.5,7220
"288",1994-07-12,11.6,7225
"289",1994-07-19,10.92,7232
"290",1994-07-20,7,7233
"291",1994-07-26,14.18,7239
"292",1994-08-08,56.9,7252
"293",1994-08-16,51.5666666666667,7260
"294",1994-08-18,45.9,7262
"295",1994-08-23,32.6,7267
"296",1994-08-30,34.96,7274
"297",1994-09-14,22.7,7289
"298",1994-09-20,44.4333333333333,7295
"299",1994-10-12,24.9,7317
"300",1994-10-27,43.7,7332
"301",1994-12-06,66.6,7372
"302",1995-01-18,21.9,7415
"303",1995-02-14,23.5,7442
"304",1995-03-14,20.9,7470
"305",1995-04-04,24.6,7491
"306",1995-04-19,22.2,7506
"307",1995-05-02,35.3,7519
"308",1995-05-16,35,7533
"309",1995-06-01,34.5,7549
"310",1995-06-14,34.4,7562
"311",1995-06-28,55.2,7576
"312",1995-07-13,16.2,7591
"313",1995-08-09,33.8,7618
"314",1995-09-21,28.1,7661
"315",1995-10-26,40.2,7696
"316",1995-11-27,31.3,7728
"317",1995-12-27,20.2,7758
"318",1996-01-17,12.4,7779
"319",1996-02-14,47.7,7807
"320",1996-03-25,16.2,7847
"321",1996-04-15,23.1,7868
"322",1996-04-29,31.9,7882
"323",1996-05-14,19.8,7897
"324",1996-05-28,19.2,7911
"325",1996-06-25,45.1,7939
"326",1996-07-11,68.9,7955
"327",1996-08-08,69,7983
"328",1996-08-19,48.6,7994
"329",1996-09-05,25.35,8011
"330",1996-10-16,38.9,8052
"331",1996-11-12,42.3,8079
"332",1996-12-10,32,8107
"333",1997-01-06,15,8134
"334",1997-02-03,20.75,8162
"335",1997-03-03,31.5,8190
"336",1997-04-08,41.15,8226
"337",1997-04-24,49,8242
"338",1997-05-08,23,8256
"339",1997-05-20,34,8268
"340",1997-06-02,37.5,8281
"341",1997-06-17,25.35,8296
"342",1997-07-15,12.1,8324
"343",1997-08-13,24.6,8353
"344",1997-08-25,30.7,8365
"345",1997-09-09,51.15,8380
"346",1997-09-23,30.65,8394
"347",1997-10-20,64.35,8421
"348",1997-11-17,63.2,8449
"349",1998-01-12,39.6,8505
"350",1998-02-09,52,8533
"351",1998-02-10,51.4,8534
"352",1998-03-16,20.4,8568
"353",1998-03-31,34.6,8583
"354",1998-04-14,26.4,8597
"355",1998-04-28,14.4,8611
"356",1998-05-11,9.8,8624
"357",1998-05-27,21,8640
"358",1998-06-09,35.2,8653
"359",1998-06-23,28.9,8667
"360",1998-07-07,25.7,8681
"361",1998-07-21,39.1,8695
"362",1998-08-03,37,8708
"363",1998-08-18,54.4,8723
"364",1998-09-01,41.7,8737
"365",1998-09-29,26.9,8765
"366",1998-10-27,47.7,8793
"367",1998-11-24,79.4,8821
"368",1998-12-21,38.7,8848
"369",1999-01-20,14.6,8878
"370",1999-02-17,29.7,8906
"371",1999-03-16,51.3,8933
"372",1999-04-13,42.5,8961
"373",1999-04-27,18,8975
"374",1999-05-25,8.8,9003
"375",1999-06-15,29.3,9024
"376",1999-06-22,20.4,9031
"377",1999-07-06,24.9,9045
"378",1999-07-19,28.2,9058
"379",1999-08-03,23,9073
"380",1999-08-16,43.5,9086
"381",1999-08-31,22.9,9101
"382",1999-09-28,45.4,9129
"383",1999-10-11,51.2,9142
"384",1999-11-08,22.7,9170
"385",1999-12-06,14.3,9198
"386",2000-01-12,9.9,9235
"387",2000-02-14,13,9268
"388",2000-03-13,18.5,9296
"389",2000-04-10,2.4,9324
"390",2000-05-08,66.6,9352
"391",2000-05-23,19.5,9367
"392",2000-06-06,59.6,9381
"393",2000-06-20,21.5,9395
"394",2000-07-05,66.4,9410
"395",2000-08-15,22.3,9451
"396",2000-09-12,44.5,9479
"397",2000-09-26,16.6,9493
"398",2000-10-12,69.5,9509
"399",2000-11-07,10.5,9535
"400",2000-12-05,47.8,9563
"401",2001-01-29,22.7,9618
"402",2001-02-28,12.4,9648
"403",2001-04-04,31.3,9683
"404",2001-05-30,2.55,9739
"405",2001-06-14,2.6,9754
"406",2001-06-25,7.4,9765
"407",2001-07-10,7.45,9780
"408",2001-08-09,24.6,9810
"409",2001-08-20,9.5,9821
"410",2001-09-04,26,9836
"411",2001-10-15,34.5,9877
"412",2001-11-27,44.6,9920
"413",2001-12-10,42.3,9933
"414",2002-01-14,23.6,9968
"415",2002-02-11,52,9996
"416",2002-03-12,19.6,10025
"417",2002-04-10,29.6,10054
"418",2002-04-22,39.1,10066
"419",2002-05-06,23.4,10080
"420",2002-05-20,34.4,10094
"421",2002-06-04,86.1,10109
"422",2002-06-17,37,10122
"423",2002-07-15,11.6,10150
"424",2002-07-29,56.1,10164
"425",2002-08-12,39,10178
"426",2002-08-26,40.1,10192
"427",2002-09-09,40.3,10206
"428",2002-09-25,79.5,10222
"429",2002-10-21,77.4,10248
"430",2002-11-19,37.3,10277
"431",2002-12-16,43.6,10304
"432",2003-01-21,34.4,10340
"433",2003-02-18,21.7,10368
"434",2003-03-11,18.2,10389
"435",2003-04-02,15.8,10411
"436",2003-04-14,35,10423
"437",2003-05-05,52.85,10444
"438",2003-06-09,86.25,10479
"439",2003-07-14,74.9,10514
"440",2003-08-27,64.1,10558
"441",2003-09-09,34,10571
"442",2003-10-14,55,10606
"443",2003-11-13,72,10636
"444",2003-12-09,47,10662
"445",2004-01-06,23,10690
"446",2004-02-03,6,10718
"447",2004-03-16,46,10760
"448",2004-04-19,37,10794
"449",2004-05-17,70,10822
"450",2004-06-08,31,10844
"451",2004-07-07,55,10873
"452",2004-07-21,13,10887
"453",2004-08-09,32,10906
"454",2004-10-12,12,10970
"455",2004-11-17,5,11006
"456",2004-12-29,9,11048
"457",2005-01-11,10,11061
"458",2005-01-25,18,11075
"459",2005-02-08,6.6,11089
"460",2005-03-09,13,11118
"461",2005-04-12,10,11152
"462",2005-05-02,16,11172
"463",2005-05-10,8,11180
"464",2005-06-23,6,11224
"465",2005-07-12,17,11243
"466",2005-07-19,10,11250
"467",2005-08-15,29,11277
"468",2005-09-12,31,11305
"469",2005-10-11,14,11334
"470",2005-11-02,20,11356
"471",2005-11-07,8,11361
"472",2005-11-28,6,11382
"473",2005-12-20,3,11404
"474",2006-01-17,8,11432
"475",2006-02-06,16,11452
"476",2006-02-13,4.5,11459
"477",2006-03-13,14,11487
"478",2006-04-25,4,11530
"479",2006-05-09,7,11544
"480",2006-05-15,5.2,11550
"481",2006-06-15,1,11581
"482",2006-07-11,6,11607
"483",2006-07-24,6,11620
"484",2006-08-15,9.2,11642
"485",2006-09-26,3.5,11684
"486",2006-10-17,14,11705
"487",2006-11-08,6.4,11727
"488",2006-12-11,3,11760
"489",2007-01-17,14.5,11797
"490",2007-02-12,8.8,11823
"491",2007-03-19,15,11858
"492",2007-04-18,20,11888
"493",2007-07-05,7,11966
"494",2007-08-13,5,12005
"495",2007-09-26,27,12049
"496",2007-10-15,32,12068
"497",2007-11-05,18,12089
"498",2007-12-11,14.5,12125
"499",2008-01-14,30,12159
"500",2008-02-14,36,12190
"501",2008-03-11,34,12216
"502",2008-04-14,14,12250
"503",2008-05-21,65,12287
"504",2008-06-09,18,12306
"505",2008-07-21,29,12348
"506",2008-08-11,7,12369
"507",2008-09-22,14,12411
"508",2008-10-21,8,12440
"509",2008-11-17,9,12467
"510",2008-12-15,4.5,12495
"511",2009-01-12,10,12523
"512",2009-02-09,4.8,12551
"513",2009-03-09,10.5,12579
"514",2009-04-29,10,12630
"515",2009-05-12,21,12643
"516",2009-06-10,4,12672
"517",2009-07-06,7.5,12698
"518",2009-08-17,16.5,12740
"519",2009-09-14,16,12768
"520",2009-10-12,30.5,12796
"521",2009-11-16,45.5,12831
"522",2009-12-14,18.5,12859
"523",2010-01-13,13,12889
"524",2010-03-01,7.5,12936
"525",2010-04-22,6.5,12988
"526",2010-05-18,16,13014
"527",2010-07-12,41,13069
"528",2010-08-23,70,13111
"529",2010-09-21,131,13140
"530",2010-10-21,13,13170
"531",2010-11-02,43,13182
"532",2010-12-20,14,13230
"533",2011-01-03,10,13244
"534",2011-02-14,31,13286
"535",2011-03-09,40,13309
"536",2011-04-19,15,13350
