"","date","S65E_AMMONIA-N_mg/L","days"
"1",1973-04-16,0.04,16
"2",1973-04-23,0.09,23
"3",1973-04-30,0.08,29
"4",1973-05-07,0.14,36
"5",1973-05-14,0.01,43
"6",1973-05-21,NA,50
"7",1973-05-29,0.05,58
"8",1973-06-04,0.07,64
"9",1973-06-11,0.11,71
"10",1973-06-13,0.0366666666666667,73
"11",1973-06-18,0.02,78
"12",1973-06-25,0.03,85
"13",1973-07-02,0.11,92
"14",1973-07-09,0.12,99
"15",1973-07-16,0.213333333333333,106
"16",1973-07-23,0.26,113
"17",1973-07-30,0.26,120
"18",1973-08-06,0.17,127
"19",1973-08-13,NA,134
"20",1973-08-20,0.15,141
"21",1973-08-27,0.07,148
"22",1973-08-29,0.15,150
"23",1973-09-04,0.16,156
"24",1973-09-10,0.17,162
"25",1973-09-17,0.12,169
"26",1973-09-24,0.15,176
"27",1973-10-01,0.21,183
"28",1973-10-02,0.175,184
"29",1973-10-08,0.09,190
"30",1973-10-15,0.15,197
"31",1973-10-23,0.22,205
"32",1973-10-29,NA,212
"33",1973-11-07,0.005,221
"34",1973-11-12,0.12,226
"35",1973-11-13,0.11,227
"36",1973-11-26,0.04,240
"37",1973-12-03,NA,247
"38",1973-12-05,0.015,249
"39",1973-12-10,0.14,254
"40",1973-12-11,0.07,255
"41",1973-12-17,0.1,261
"42",1974-01-02,0.1,277
"43",1974-01-08,0.01,282
"44",1974-01-14,0.11,288
"45",1974-01-28,0.07,302
"46",1974-02-11,0.06,316
"47",1974-02-12,0.055,317
"48",1974-02-25,0.09,330
"49",1974-03-05,0.05,338
"50",1974-03-11,0.01,344
"51",1974-03-25,0.03,358
"52",1974-04-02,0.02,366
"53",1974-04-08,0.12,372
"54",1974-04-22,0.3,386
"55",1974-05-07,0.05,401
"56",1974-05-13,NA,407
"57",1974-05-28,0.09,422
"58",1974-06-10,0.04,435
"59",1974-06-11,0.025,436
"60",1974-07-08,0.03,463
"61",1974-07-09,0.05,464
"62",1974-07-22,0.04,477
"63",1974-08-05,0.06,491
"64",1974-08-13,0.09,499
"65",1974-08-19,0.09,505
"66",1974-09-03,0.08,520
"67",1974-09-10,0.115,527
"68",1974-09-16,0.04,533
"69",1974-09-30,0.04,547
"70",1974-10-08,0.045,555
"71",1974-10-14,0.19,561
"72",1974-10-28,NA,576
"73",1974-11-05,0.025,584
"74",1974-11-12,0.07,591
"75",1974-12-10,0.065,619
"76",1975-01-07,0.065,647
"77",1975-02-04,0.035,675
"78",1975-03-05,0.06,703
"79",1975-04-08,0.065,737
"80",1975-05-06,0.01,765
"81",1975-06-03,NA,793
"82",1975-07-15,0.24,835
"83",1975-08-12,0.055,863
"84",1975-09-12,0.145,894
"85",1975-10-27,0.03,940
"86",1975-10-28,0.02,941
"87",1975-11-18,0.075,962
"88",1976-02-12,0.04,1048
"89",1976-05-11,0.08,1136
"90",1976-06-22,0.18,1178
"91",1976-06-25,0.26,1181
"92",1976-07-20,0.25,1206
"93",1976-08-24,0.005,1241
"94",1976-09-21,0.095,1269
"95",1976-10-19,0.17,1297
"96",1976-12-06,0.07,1346
"97",1977-01-25,0.03,1396
"98",1977-03-21,0.07,1451
"99",1977-05-23,0.025,1513
"100",1977-07-25,0,1576
"101",1977-09-20,0.08,1633
"102",1977-12-01,0.09,1706
"103",1978-01-24,0.09,1760
"104",1978-03-21,0.07,1816
"105",1978-05-30,0.025,1885
"106",1978-06-21,0.15,1907
"107",1978-07-25,0.125,1941
"108",1978-08-22,0.025,1969
"109",1978-09-18,0.1,1996
"110",1978-10-09,0.17,2017
"111",1978-10-17,0.225,2025
"112",1978-10-23,0.08,2031
"113",1978-11-14,0.085,2054
"114",1978-11-20,0.02,2060
"115",1978-12-04,0.05,2074
"116",1978-12-12,0.02,2082
"117",1978-12-19,0.04,2089
"118",1979-01-08,0.07,2109
"119",1979-01-22,0.02,2123
"120",1979-01-23,0.03,2124
"121",1979-02-05,0.01,2137
"122",1979-02-20,0.00666666666666667,2152
"123",1979-03-05,0.035,2165
"124",1979-03-19,0.05,2179
"125",1979-04-02,0.17,2193
"126",1979-04-16,0.02,2207
"127",1979-04-24,0.15,2215
"128",1979-04-30,0.0533333333333333,2220
"129",1979-05-14,0.01,2234
"130",1979-05-22,0.015,2242
"131",1979-05-29,NA,2249
"132",1979-06-11,0.09,2262
"133",1979-06-18,0.13,2269
"134",1979-06-25,0.05,2276
"135",1979-07-09,NA,2290
"136",1979-07-17,0.19,2298
"137",1979-07-23,0.15,2304
"138",1979-08-06,0.04,2318
"139",1979-08-20,0.25,2332
"140",1979-08-21,0.165,2333
"141",1979-09-05,0.16,2348
"142",1979-09-18,0.0866666666666667,2361
"143",1979-10-01,0.09,2374
"144",1979-10-02,0.03,2375
"145",1979-10-15,0.08,2388
"146",1979-10-29,0.19,2403
"147",1979-11-13,0.05,2418
"148",1979-12-11,0.1,2446
"149",1980-01-08,0.11,2474
"150",1980-01-22,0.04,2488
"151",1980-02-19,0.07,2516
"152",1980-03-04,0.05,2530
"153",1980-03-18,0.04,2544
"154",1980-04-02,0.14,2559
"155",1980-04-16,0.11,2573
"156",1980-04-30,0.11,2586
"157",1980-05-12,NA,2598
"158",1980-05-13,0.1,2599
"159",1980-05-28,NA,2614
"160",1980-06-09,NA,2626
"161",1980-06-25,NA,2642
"162",1980-07-07,0.02,2654
"163",1980-07-08,0.03,2655
"164",1980-07-24,0.02,2671
"165",1980-08-04,0.045,2682
"166",1980-08-20,0.01,2698
"167",1980-09-03,0.31,2712
"168",1980-09-17,0.34,2726
"169",1980-09-30,0.11,2739
"170",1980-10-01,0.03,2740
"171",1980-10-14,0.02,2753
"172",1980-10-28,0.32,2768
"173",1980-10-29,0.04,2769
"174",1980-11-12,0.1,2783
"175",1980-11-25,0.06,2796
"176",1980-12-02,0.0566666666666667,2803
"177",1980-12-23,0.02,2824
"178",1980-12-31,0.02,2832
"179",1981-01-14,NA,2846
"180",1981-01-20,NA,2852
"181",1981-01-27,0.01,2859
"182",1981-02-11,0.11,2874
"183",1981-02-17,0.08,2880
"184",1981-02-24,0.02,2887
"185",1981-03-11,0.04,2902
"186",1981-03-16,0.03,2907
"187",1981-03-24,NA,2915
"188",1981-04-08,NA,2930
"189",1981-04-13,0.05,2935
"190",1981-04-21,NA,2943
"191",1981-05-06,0.05,2957
"192",1981-05-11,0.01,2962
"193",1981-05-19,0.03,2970
"194",1981-06-02,0.02,2984
"195",1981-06-08,0.02,2990
"196",1981-06-17,NA,2999
"197",1981-06-30,0.03,3012
"198",1981-07-06,NA,3018
"199",1981-07-16,NA,3028
"200",1981-07-28,NA,3040
"201",1981-08-03,NA,3046
"202",1981-08-12,NA,3055
"203",1981-08-25,0.02,3068
"204",1981-08-31,0.03,3074
"205",1981-09-10,0.09,3084
"206",1981-09-23,0.34,3097
"207",1981-09-28,0.386666666666667,3102
"208",1981-10-06,0.36,3110
"209",1981-10-20,0.17,3124
"210",1981-10-26,0.03,3131
"211",1981-11-04,0.08,3140
"212",1981-11-23,0.02,3159
"213",1981-12-02,0.04,3168
"214",1981-12-21,0.02,3187
"215",1981-12-29,0.02,3195
"216",1982-01-18,NA,3215
"217",1982-02-16,0.02,3244
"218",1982-02-24,0.04,3252
"219",1982-03-09,0.02,3265
"220",1982-03-15,0.01,3271
"221",1982-04-05,0.02,3292
"222",1982-04-12,0.02,3299
"223",1982-04-19,0.03,3306
"224",1982-05-04,0.03,3320
"225",1982-05-10,0.0433333333333333,3326
"226",1982-05-18,0.03,3334
"227",1982-06-01,0.04,3348
"228",1982-06-07,0.09,3354
"229",1982-06-14,NA,3361
"230",1982-07-01,NA,3378
"231",1982-07-07,0.04,3384
"232",1982-07-12,0.05,3389
"233",1982-07-27,0.03,3404
"234",1982-08-02,0.05,3410
"235",1982-08-09,0.04,3417
"236",1982-08-25,0.106666666666667,3433
"237",1982-09-01,0.09,3440
"238",1982-09-09,0.09,3448
"239",1982-09-21,0.03,3460
"240",1982-09-27,0.11,3466
"241",1982-10-05,0.05,3474
"242",1982-10-20,0.0433333333333333,3489
"243",1982-10-26,0.07,3495
"244",1982-11-01,0.05,3502
"245",1982-11-22,0,3523
"246",1982-12-06,0.03,3537
"247",1982-12-20,0.02,3551
"248",1982-12-22,0.03,3553
"249",1983-01-04,0.01,3566
"250",1983-01-18,0.02,3580
"251",1983-01-19,0.03,3581
"252",1983-02-01,0.03,3594
"253",1983-02-17,0.03,3610
"254",1983-03-02,0.03,3623
"255",1983-03-15,0.03,3636
"256",1983-03-17,0.02,3638
"257",1983-03-29,NA,3650
"258",1983-04-14,0.05,3666
"259",1983-04-15,0.03,3667
"260",1983-04-26,0.04,3677
"261",1983-05-11,0.02,3692
"262",1983-05-12,0.03,3693
"263",1983-05-24,0.06,3705
"264",1983-06-07,0.03,3719
"265",1983-06-09,0.1,3721
"266",1983-06-21,0.14,3733
"267",1983-07-06,0.01,3748
"268",1983-07-07,0.02,3749
"269",1983-07-19,NA,3761
"270",1983-08-02,0.06,3775
"271",1983-08-03,0.09,3776
"272",1983-08-16,NA,3789
"273",1983-08-30,0.01,3803
"274",1983-09-01,0.05,3805
"275",1983-09-12,0.15,3816
"276",1983-09-27,0.02,3831
"277",1983-09-28,0.0266666666666667,3832
"278",1983-10-10,0.07,3844
"279",1983-10-25,0.09,3859
"280",1983-10-28,0.09,3862
"281",1983-11-08,0.02,3874
"282",1983-11-16,0.03,3882
"283",1983-11-21,0.04,3887
"284",1983-12-20,0.06,3916
"285",1983-12-29,0.01,3925
"286",1984-01-04,NA,3931
"287",1984-01-17,NA,3944
"288",1984-01-25,0.02,3952
"289",1984-01-31,0.02,3958
"290",1984-02-14,0.05,3972
"291",1984-02-23,0.06,3981
"292",1984-02-29,0.06,3987
"293",1984-03-13,0.04,4000
"294",1984-03-21,0.0766666666666667,4008
"295",1984-03-27,0.09,4014
"296",1984-04-09,0.02,4027
"297",1984-04-18,0.02,4036
"298",1984-04-25,0.02,4043
"299",1984-05-31,NA,4078
"300",1984-06-04,0.01,4082
"301",1984-06-19,0.1,4097
"302",1984-06-27,0.1,4105
"303",1984-07-31,0.08,4139
"304",1984-08-13,0.02,4152
"305",1984-08-22,0.04,4161
"306",1984-08-27,0.01,4166
"307",1984-09-10,0.47,4180
"308",1984-09-21,0.26,4191
"309",1984-09-25,0.29,4195
"310",1984-10-23,0.05,4223
"311",1984-10-30,0.09,4231
"312",1984-11-06,0.01,4238
"313",1984-11-14,NA,4246
"314",1984-12-04,0.01,4266
"315",1984-12-18,0.02,4280
"316",1984-12-27,0.02,4289
"317",1985-01-15,0.01,4308
"318",1985-01-24,NA,4317
"319",1985-02-20,0.03,4344
"320",1985-02-26,NA,4350
"321",1985-03-20,0.04,4372
"322",1985-03-26,0.03,4378
"323",1985-04-17,NA,4400
"324",1985-04-23,0.03,4406
"325",1985-05-06,NA,4418
"326",1985-05-16,NA,4428
"327",1985-05-20,NA,4432
"328",1985-06-19,0.01,4462
"329",1985-06-26,0.05,4469
"330",1985-07-02,0.01,4475
"331",1985-07-23,0.37,4496
"332",1985-07-30,0.02,4503
"333",1985-08-21,0.11,4525
"334",1985-08-27,0.27,4531
"335",1985-09-09,0.07,4544
"336",1985-09-19,0.15,4554
"337",1985-09-24,0.11,4559
"338",1985-10-08,0.08,4573
"339",1985-10-17,0.0833333333333333,4582
"340",1985-10-22,0.24,4587
"341",1985-11-05,0.03,4602
"342",1985-11-14,0.03,4611
"343",1985-12-03,0.08,4630
"344",1985-12-12,NA,4639
"345",1986-01-14,0.05,4672
"346",1986-01-16,0.21,4674
"347",1986-01-28,0.06,4686
"348",1986-02-12,NA,4701
"349",1986-02-18,NA,4707
"350",1986-02-25,NA,4714
"351",1986-03-18,0.04,4735
"352",1986-03-25,0.05,4742
"353",1986-04-08,NA,4756
"354",1986-04-15,NA,4763
"355",1986-04-22,NA,4770
"356",1986-05-06,0.04,4783
"357",1986-05-14,0.04,4791
"358",1986-05-20,NA,4797
"359",1986-06-04,NA,4812
"360",1986-06-19,NA,4827
"361",1986-07-01,0.36,4839
"362",1986-07-15,0.11,4853
"363",1986-07-17,0.17,4855
"364",1986-07-29,0.18,4867
"365",1986-08-14,0.22,4883
"366",1986-08-26,0.08,4895
"367",1986-09-09,NA,4909
"368",1986-09-10,0.09,4910
"369",1986-09-23,0.07,4923
"370",1986-10-07,0.05,4937
"371",1986-10-09,0.13,4939
"372",1986-10-21,NA,4951
"373",1986-11-04,0.19,4966
"374",1986-11-06,NA,4968
"375",1986-11-18,NA,4980
"376",1986-12-03,0.02,4995
"377",1986-12-04,NA,4996
"378",1986-12-18,NA,5010
"379",1987-01-07,0.03,5030
"380",1987-01-08,0.02,5031
"381",1987-01-15,NA,5038
"382",1987-01-22,NA,5045
"383",1987-01-29,NA,5052
"384",1987-02-03,NA,5057
"385",1987-02-05,NA,5059
"386",1987-02-12,NA,5066
"387",1987-02-18,NA,5072
"388",1987-02-19,NA,5073
"389",1987-02-26,0.15,5080
"390",1987-03-03,0.03,5085
"391",1987-03-05,0.05,5087
"392",1987-03-12,0.03,5094
"393",1987-03-17,NA,5099
"394",1987-03-19,NA,5101
"395",1987-03-26,0.07,5108
"396",1987-03-31,0.1,5113
"397",1987-04-14,NA,5126
"398",1987-04-22,NA,5134
"399",1987-04-28,NA,5140
"400",1987-05-11,0.07,5153
"401",1987-05-13,0.12,5155
"402",1987-05-20,0.14,5162
"403",1987-05-26,0.09,5168
"404",1987-06-01,NA,5174
"405",1987-06-17,NA,5190
"406",1987-06-24,NA,5197
"407",1987-07-01,NA,5204
"408",1987-07-08,NA,5211
"409",1987-07-16,NA,5219
"410",1987-07-21,NA,5224
"411",1987-07-30,NA,5233
"412",1987-08-04,0.04,5238
"413",1987-08-12,NA,5246
"414",1987-08-18,0.13,5252
"415",1987-08-28,0.01,5262
"416",1987-09-09,NA,5274
"417",1987-09-24,0.05,5289
"418",1987-09-29,0.18,5294
"419",1987-10-07,0.12,5302
"420",1987-10-13,0.17,5308
"421",1987-10-21,0.06,5316
"422",1987-10-28,0.08,5324
"423",1987-11-04,0.05,5331
"424",1987-11-10,0.07,5337
"425",1987-11-18,NA,5345
"426",1987-11-24,0.04,5351
"427",1987-12-03,NA,5360
"428",1987-12-08,0.04,5365
"429",1987-12-17,0.04,5374
"430",1987-12-22,NA,5379
"431",1987-12-28,0.09,5385
"432",1987-12-30,0.09,5387
"433",1988-01-01,0.1,5389
"434",1988-01-03,0.07,5391
"435",1988-01-05,0.06,5393
"436",1988-01-06,0.135,5394
"437",1988-01-07,0.12,5395
"438",1988-01-09,0.06,5397
"439",1988-01-10,0.06,5398
"440",1988-01-12,0.05,5400
"441",1988-01-13,0.06,5401
"442",1988-01-14,0.05,5402
"443",1988-01-15,0.04,5403
"444",1988-01-19,0.0666666666666667,5407
"445",1988-01-21,0.07,5409
"446",1988-01-22,0.03,5410
"447",1988-01-23,NA,5411
"448",1988-01-25,0.06,5413
"449",1988-01-26,0.04,5414
"450",1988-01-27,NA,5415
"451",1988-01-29,0.03,5417
"452",1988-02-01,0.005,5420
"453",1988-02-02,NA,5421
"454",1988-02-04,NA,5423
"455",1988-02-06,0.03,5425
"456",1988-02-08,0.04,5427
"457",1988-02-11,0.07,5430
"458",1988-02-14,0.06,5433
"459",1988-02-16,NA,5435
"460",1988-02-17,0.02,5436
"461",1988-02-18,0.035,5437
"462",1988-02-20,0.02,5439
"463",1988-02-22,0.01,5441
"464",1988-02-23,0.11,5442
"465",1988-02-25,0.03,5444
"466",1988-02-26,NA,5445
"467",1988-02-27,0.03,5446
"468",1988-02-29,0.03,5448
"469",1988-03-01,0.005,5449
"470",1988-03-03,0.02,5451
"471",1988-03-05,NA,5453
"472",1988-03-06,NA,5454
"473",1988-03-07,0.03,5455
"474",1988-03-08,0.07,5456
"475",1988-03-10,0.04,5458
"476",1988-03-13,0.03,5461
"477",1988-03-14,0.005,5462
"478",1988-03-15,NA,5463
"479",1988-03-16,0.01,5464
"480",1988-03-17,0.03,5465
"481",1988-03-19,0.03,5467
"482",1988-03-20,NA,5468
"483",1988-03-21,0.055,5469
"484",1988-03-22,NA,5470
"485",1988-03-23,0.05,5471
"486",1988-03-28,NA,5476
"487",1988-03-29,NA,5477
"488",1988-03-30,NA,5478
"489",1988-04-01,NA,5480
"490",1988-04-02,NA,5481
"491",1988-04-03,0.03,5482
"492",1988-04-04,0.06,5482
"493",1988-04-06,NA,5484
"494",1988-04-07,NA,5485
"495",1988-04-08,NA,5486
"496",1988-04-09,NA,5487
"497",1988-04-10,NA,5488
"498",1988-04-11,0.03,5489
"499",1988-04-12,0.06,5490
"500",1988-04-13,0.24,5491
"501",1988-04-14,0.065,5492
"502",1988-04-18,0.02,5496
"503",1988-04-19,0.04,5497
"504",1988-04-20,0.06,5498
"505",1988-04-21,0.12,5499
"506",1988-04-22,0.1,5500
"507",1988-04-23,NA,5501
"508",1988-04-24,0.09,5502
"509",1988-04-25,NA,5503
"510",1988-04-26,NA,5504
"511",1988-04-28,0.11,5506
"512",1988-04-29,NA,5507
"513",1988-04-30,0.02,5508
"514",1988-05-01,NA,5509
"515",1988-05-02,0.02,5510
"516",1988-05-03,NA,5511
"517",1988-05-04,0.03,5512
"518",1988-05-05,0.07,5513
"519",1988-05-06,0.04,5514
"520",1988-05-08,NA,5516
"521",1988-05-09,0.045,5517
"522",1988-05-10,0.01,5518
"523",1988-05-11,0.12,5519
"524",1988-05-12,0.05,5520
"525",1988-05-13,0.09,5521
"526",1988-05-14,0.15,5522
"527",1988-05-17,0,5525
"528",1988-05-18,0.12,5526
"529",1988-05-22,0.05,5530
"530",1988-05-23,NA,5531
"531",1988-05-24,0.005,5532
"532",1988-05-25,NA,5533
"533",1988-05-26,NA,5534
"534",1988-05-28,NA,5536
"535",1988-05-29,0.06,5537
"536",1988-05-31,NA,5539
"537",1988-06-01,0.02,5540
"538",1988-06-02,0.06,5541
"539",1988-06-03,0.07,5542
"540",1988-06-04,0.09,5543
"541",1988-06-05,0.05,5544
"542",1988-06-06,0.04,5545
"543",1988-06-07,0.01,5546
"544",1988-06-08,NA,5547
"545",1988-06-09,0.035,5548
"546",1988-06-10,0.04,5549
"547",1988-06-11,NA,5550
"548",1988-06-12,0.03,5551
"549",1988-06-14,0.02,5553
"550",1988-06-15,NA,5554
"551",1988-06-16,NA,5555
"552",1988-06-17,0.02,5556
"553",1988-06-18,NA,5557
"554",1988-06-19,NA,5558
"555",1988-06-20,0.005,5559
"556",1988-06-21,NA,5560
"557",1988-06-28,NA,5567
"558",1988-06-29,0.06,5568
"559",1988-06-30,0.55,5569
"560",1988-07-01,0.1,5570
"561",1988-07-02,0.01,5571
"562",1988-07-03,0.12,5572
"563",1988-07-05,NA,5574
"564",1988-07-06,0.03,5575
"565",1988-07-07,0.05,5576
"566",1988-07-08,NA,5577
"567",1988-07-09,0.025,5578
"568",1988-07-12,0.015,5581
"569",1988-07-13,NA,5582
"570",1988-07-14,0.05,5583
"571",1988-07-15,0.03,5584
"572",1988-07-16,0.04,5585
"573",1988-07-17,0.02,5586
"574",1988-07-18,NA,5587
"575",1988-07-19,0,5588
"576",1988-07-25,NA,5594
"577",1988-07-26,0.17,5595
"578",1988-07-27,0.15,5596
"579",1988-08-02,0.12,5602
"580",1988-08-03,NA,5603
"581",1988-08-09,0.07,5609
"582",1988-08-15,NA,5615
"583",1988-08-16,0.08,5616
"584",1988-08-17,0.11,5617
"585",1988-08-18,0.29,5618
"586",1988-08-19,NA,5619
"587",1988-08-20,0.15,5620
"588",1988-08-22,0.07,5622
"589",1988-08-23,0.095,5623
"590",1988-08-25,0.04,5625
"591",1988-08-27,0.1,5627
"592",1988-08-28,0.03,5628
"593",1988-08-29,0.12,5629
"594",1988-08-30,0.165,5630
"595",1988-08-31,0.03,5631
"596",1988-09-01,NA,5632
"597",1988-09-02,NA,5633
"598",1988-09-04,NA,5635
"599",1988-09-05,0.05,5636
"600",1988-09-07,0.21,5638
"601",1988-09-12,0.07,5643
"602",1988-09-13,0.06,5644
"603",1988-09-19,0.04,5650
"604",1988-09-26,0.01,5657
"605",1988-09-27,NA,5658
"606",1988-09-29,NA,5660
"607",1988-10-03,0.11,5664
"608",1988-10-10,0.16,5671
"609",1988-10-11,0.14,5672
"610",1988-10-17,NA,5678
"611",1988-10-19,NA,5680
"612",1988-10-21,NA,5682
"613",1988-10-23,NA,5684
"614",1988-10-24,NA,5685
"615",1988-10-25,0,5686
"616",1988-10-31,NA,5693
"617",1988-11-07,0.01,5700
"618",1988-11-21,0.02,5714
"619",1988-11-22,0.04,5715
"620",1988-12-05,NA,5728
"621",1988-12-19,0.04,5742
"622",1988-12-28,NA,5751
"623",1988-12-30,NA,5753
"624",1989-01-01,NA,5755
"625",1989-01-03,NA,5757
"626",1989-01-11,0.02,5765
"627",1989-01-13,0.03,5767
"628",1989-01-15,NA,5769
"629",1989-01-17,NA,5771
"630",1989-01-23,NA,5777
"631",1989-01-24,NA,5778
"632",1989-01-26,NA,5780
"633",1989-01-29,NA,5783
"634",1989-01-30,0.02,5784
"635",1989-01-31,NA,5785
"636",1989-02-06,NA,5791
"637",1989-02-08,NA,5793
"638",1989-02-10,NA,5795
"639",1989-02-12,NA,5797
"640",1989-02-13,NA,5798
"641",1989-02-14,0.07,5799
"642",1989-02-18,0.02,5803
"643",1989-02-20,0.02,5805
"644",1989-02-22,0,5807
"645",1989-02-27,0.03,5812
"646",1989-02-28,0.05,5813
"647",1989-03-04,0.05,5817
"648",1989-03-06,0.04,5819
"649",1989-03-09,0.015,5822
"650",1989-03-10,0.02,5823
"651",1989-03-13,NA,5826
"652",1989-03-15,NA,5828
"653",1989-03-16,0.025,5829
"654",1989-03-17,0.01,5830
"655",1989-03-19,NA,5832
"656",1989-03-21,0.005,5834
"657",1989-03-22,NA,5835
"658",1989-03-24,NA,5837
"659",1989-03-27,0.02,5840
"660",1989-03-28,0.03,5841
"661",1989-03-29,0.07,5842
"662",1989-04-07,NA,5850
"663",1989-04-08,NA,5851
"664",1989-04-09,NA,5852
"665",1989-04-10,0,5853
"666",1989-04-11,0.045,5854
"667",1989-04-13,NA,5856
"668",1989-04-16,NA,5859
